,Emoji,Emoji Sentiment,PA sentiment,PA polarity,PA subjectivity
6698,,,neutral,0.0,0.0
6699,,,neutral,0.0,0.1
6700,,,positive,0.43333333333333335,0.8500000000000001
6701,,,positive,0.04999999999999999,0.35000000000000003
6702,,,positive,0.18333333333333335,0.35000000000000003
6703,,,positive,0.13636363636363635,0.5
6704,,,neutral,0.0,0.0
6705,,,positive,0.05909090909090909,0.46988636363636366
6706,,,positive,0.3125,0.3333333333333333
6707,,,positive,0.3666666666666667,0.7000000000000001
6708,,,positive,0.12222222222222223,0.275
6709,,,positive,0.12954545454545455,0.43499999999999994
6710,,,neutral,0.0,0.0
6711,,,neutral,0.0,0.0
6712,,,negative,-0.30000000000000004,0.4375
6713,,,positive,0.25,0.25
6714,,,positive,0.35555555555555557,0.5555555555555556
6715,,,positive,0.3125,0.25
6716,,,positive,0.4604166666666667,0.6333333333333333
6717,,,positive,0.08333333333333333,0.32222222222222224
6718,,,positive,0.6,0.8
6719,,,neutral,0.0,0.0
6720,,,positive,0.04545454545454545,0.3181818181818182
6721,,,positive,0.1,0.1
6722,,,neutral,0.0,0.20416666666666666
6723,,,positive,0.3125,0.25
6724,,,neutral,0.0,0.0
6725,,,positive,0.09166666666666667,0.5142857142857143
6726,,,positive,0.1875,0.5
6727,,,positive,0.25,0.5
6728,,,positive,0.15,0.33666666666666667
6729,,,positive,0.23809523809523805,0.5281746031746032
6730,,,neutral,0.0,0.0
6731,,,positive,0.5875,0.825
6732,,,positive,0.25,0.5
6733,,,negative,-0.3125,0.6875
6734,,,positive,0.3444444444444444,0.5777777777777778
6735,,,negative,-0.19722222222222222,0.31388888888888883
6736,,,neutral,0.0,0.0
6737,,,positive,0.1,0.3
6738,,,positive,0.05909090909090909,0.4948863636363636
6739,,,neutral,0.0,0.0
6740,,,positive,0.07777777777777779,0.6333333333333334
6741,,,positive,0.3181818181818182,0.7272727272727273
6742,,,positive,0.25,0.5666666666666667
6743,,,neutral,0.0,0.125
6744,,,positive,0.175,0.275
6745,,,neutral,0.0,0.0
6746,,,positive,0.5,0.4
6747,,,positive,0.33,0.52
6748,,,neutral,0.0,0.0
6749,,,positive,0.08333333333333333,0.4583333333333333
6750,,,positive,0.192,0.488
6751,,,positive,0.16666666666666666,0.3333333333333333
6752,,,positive,0.4006060606060606,0.6709090909090909
6753,,,neutral,0.0,1.0
6754,,,neutral,0.0,0.0
6755,,,neutral,0.0,0.0
6756,,,positive,0.20833333333333334,0.5750000000000001
6757,,,positive,0.2916666666666667,0.625
6758,,,negative,-0.05,0.1
6759,,,positive,0.5,0.75
6760,,,neutral,0.0,0.0
6761,,,negative,-0.1,0.15
6762,,,positive,0.40208333333333335,0.4708333333333334
6763,,,neutral,0.0,0.0
6764,,,positive,0.075,0.45
6765,,,negative,-0.15000000000000002,0.30000000000000004
6766,,,positive,0.24444444444444446,0.5111111111111112
6767,,,positive,0.37777777777777777,0.6000000000000001
6768,,,positive,0.0625,0.5
6769,,,neutral,0.0,0.0
6770,,,neutral,0.0,0.3
6771,,,positive,0.3333333333333333,0.8333333333333334
6772,,,neutral,0.0,0.625
6773,,,positive,0.004166666666666652,0.31666666666666665
6774,,,positive,0.6,0.75
6775,,,negative,-0.2,0.3
6776,,,positive,0.75,0.8
6777,,,positive,0.1,0.1
6778,,,neutral,0.0,0.0
6779,,,positive,0.25,0.25
6780,,,positive,0.5,0.5
6781,,,positive,0.30700000000000005,0.563
6782,,,neutral,0.0,0.1
6783,,,positive,0.29583333333333334,0.4277777777777778
6784,,,neutral,0.0,0.3666666666666667
6785,,,neutral,0.0,0.0
6786,,,positive,0.08727272727272727,0.3109090909090909
6787,,,neutral,0.0,0.0
6788,,,positive,0.45,0.45
6789,,,neutral,0.0,0.25
6790,,,positive,0.19318181818181818,0.4772727272727273
6791,,,neutral,0.0,0.0
6792,,,positive,0.40208333333333335,0.4708333333333334
6793,,,positive,0.12142857142857143,0.25
6794,,,negative,-0.25,0.4875
6795,,,positive,0.6000000000000001,0.9
6796,,,positive,0.26666666666666666,0.2722222222222222
6797,,,positive,0.05555555555555555,0.4444444444444444
6798,,,positive,0.06818181818181818,0.22727272727272727
6799,,,positive,0.5,0.5
6800,,,positive,0.27186147186147186,0.46136363636363636
6801,,,neutral,0.0,0.3333333333333333
6802,,,positive,0.15,0.45
6803,,,neutral,0.0,0.0
6804,,,positive,0.22272727272727275,0.3299242424242424
6805,,,neutral,0.0,0.0
6806,,,positive,0.3666666666666667,0.7000000000000001
6807,,,positive,0.35,0.3833333333333333
6808,,,positive,0.2102272727272727,0.41666666666666663
6809,,,neutral,0.0,0.3333333333333333
6810,,,positive,0.4800000000000001,0.5199999999999999
6811,,,positive,0.22000000000000003,0.27
6812,,,neutral,0.0,0.0
6813,,,neutral,0.0,0.0
6814,,,neutral,0.0,1.0
6815,,,neutral,0.0,0.0
6816,,,positive,0.15,0.32222222222222224
6817,,,negative,-0.4,0.6
6818,,,positive,0.16666666666666669,0.41666666666666663
6819,,,positive,0.1,0.4
6820,,,positive,0.37777777777777777,0.6000000000000001
6821,,,negative,-0.2,0.3
6822,,,neutral,0.0,0.0
6823,,,negative,-0.5,0.5
6824,,,positive,0.1875,0.4375
6825,,,positive,0.21212121212121213,0.3181818181818182
6826,,,negative,-0.3666666666666667,0.6305555555555555
6827,,,positive,0.35,0.35
6828,,,neutral,0.0,0.0
6829,,,positive,0.7,0.9
6830,,,positive,0.05,0.6
6831,,,negative,-0.3333333333333333,0.6666666666666666
6832,,,neutral,0.0,0.0
6833,,,neutral,0.0,0.3333333333333333
6834,,,neutral,0.0,0.3333333333333333
6835,,,positive,0.21666666666666667,0.45625000000000004
6836,,,neutral,0.0,0.3333333333333333
6837,,,positive,0.06666666666666667,0.26666666666666666
6838,,,neutral,0.0,0.0
6839,,,negative,-0.07272727272727272,0.610909090909091
6840,,,positive,0.24545454545454545,0.3666666666666667
6841,,,neutral,0.0,0.55
6842,,,positive,0.5249999999999999,0.625
6843,,,neutral,0.0,0.0
6844,,,negative,-0.05,0.25
6845,,,positive,0.30833333333333335,0.6000000000000001
6846,,,positive,0.17777777777777778,0.35555555555555557
6847,,,positive,0.49499999999999994,0.6577777777777777
6848,,,neutral,0.0,0.0625
6849,,,positive,0.09999999999999999,0.2833333333333334
6850,,,positive,0.033333333333333354,0.6000000000000001
6851,,,positive,0.5,0.8800000000000001
6852,,,positive,0.5,0.5
6853,,,negative,-0.15714285714285714,0.7178571428571429
6854,,,neutral,0.0,0.0
6855,,,positive,0.41666666666666663,0.5
6856,,,neutral,0.0,0.125
6857,,,neutral,0.0,0.0
6858,,,positive,0.275,0.5
6859,,,positive,0.08333333333333333,0.16666666666666666
6860,,,positive,0.17532467532467533,0.5487012987012987
6861,,,negative,-0.30000000000000004,0.39999999999999997
6862,,,neutral,0.0,0.0
6863,,,positive,0.4,0.525
6864,,,positive,0.3666666666666667,0.7000000000000001
6865,,,negative,-0.022916666666666665,0.375
6866,,,positive,0.39999999999999997,0.6
6867,,,neutral,0.0,0.0
6868,,,positive,0.08333333333333333,0.6666666666666666
6869,,,positive,0.009090909090909094,0.38863636363636367
6870,,,positive,0.19375,0.61875
6871,,,positive,0.05000000000000002,0.5
6872,,,positive,0.165625,0.4
6873,,,neutral,0.0,0.0
6874,,,negative,-0.390625,0.6875
6875,,,positive,0.4666666666666666,0.8333333333333334
6876,,,positive,0.024999999999999994,0.275
6877,,,positive,0.075,0.23125
6878,,,negative,-0.1,0.2125
6879,,,neutral,0.0,0.5625
6880,,,neutral,0.0,0.0
6881,,,positive,0.3666666666666667,0.7000000000000001
6882,,,neutral,0.0,0.2125
6883,,,neutral,0.0,0.0
6884,,,negative,-0.2880952380952381,0.6857142857142856
6885,,,neutral,0.0,0.125
6886,,,negative,-0.15,0.35
6887,,,positive,0.3666666666666667,0.7000000000000001
6888,,,positive,0.4787878787878788,0.7848484848484848
6889,,,negative,-0.1,0.15
6890,,,neutral,0.0,0.075
6891,,,neutral,0.0,0.03333333333333333
6892,,,positive,0.3666666666666667,0.7000000000000001
6893,,,neutral,0.0,0.0
6894,,,positive,0.2515151515151515,0.6000000000000001
6895,,,positive,0.35,0.35
6896,,,neutral,0.0,0.0
6897,,,positive,0.17333333333333334,0.33333333333333337
6898,,,neutral,0.0,0.0
6899,,,neutral,0.0,0.0
6900,,,neutral,0.0,0.3
6901,,,negative,-0.125,0.375
6902,,,neutral,0.0,0.4
6903,,,positive,0.9,0.875
6904,,,positive,0.5,0.5666666666666668
6905,,,negative,-0.0625,0.75
6906,,,positive,0.0095,0.42299999999999993
6907,,,neutral,0.0,0.0
6908,,,positive,0.43333333333333335,0.6000000000000001
6909,,,neutral,0.0,0.0
6910,,,neutral,0.0,0.0
6911,,,positive,0.01393939393939394,0.45757575757575764
6912,,,positive,0.06666666666666667,0.13055555555555556
6913,,,positive,0.1875,0.4375
6914,,,positive,0.11666666666666667,0.56875
6915,,,positive,0.12,0.185
6916,,,negative,-0.05,0.05
6917,,,neutral,0.0,0.0
6918,,,positive,0.4,0.635
6919,,,negative,-0.1,0.2125
6920,,,positive,0.042499999999999996,0.4050000000000001
6921,,,positive,0.21666666666666667,0.5333333333333333
6922,,,positive,0.35,0.35000000000000003
6923,,,neutral,0.0,0.0
6924,,,negative,-0.5,0.7
6925,,,positive,0.15,0.6499999999999999
6926,,,positive,0.04545454545454545,0.23484848484848486
6927,,,negative,-0.45,0.45
6928,,,positive,0.3035714285714286,0.35714285714285715
6929,,,neutral,0.0,0.0
6930,,,negative,-0.09090909090909093,0.5386363636363636
6931,,,negative,-0.08333333333333334,0.18333333333333332
6932,,,positive,0.27499999999999997,0.39166666666666666
6933,,,negative,-0.09999999999999999,0.25
6934,,,neutral,0.0,0.0
6935,,,neutral,0.0,0.0
6936,,,positive,0.3,0.38
6937,,,positive,0.05000000000000002,0.325
6938,,,positive,0.037050189393939385,0.4090909090909091
6939,,,neutral,0.0,0.0
6940,,,positive,0.07976190476190477,0.6726190476190477
6941,,,positive,0.2333333333333333,0.7296296296296297
6942,,,positive,0.0015624999999999944,0.5852678571428571
6943,,,positive,0.1,0.4
6944,,,positive,0.16666666666666666,0.5416666666666666
6945,,,neutral,0.0,0.0
6946,,,neutral,0.0,0.5
6947,,,negative,-0.26749999999999996,0.74
6948,,,neutral,0.0,0.0
6949,,,positive,0.16666666666666666,0.47500000000000003
6950,,,neutral,0.0,0.0
6951,,,positive,0.16666666666666666,0.47500000000000003
6952,,,positive,0.3833333333333333,0.5444444444444444
6953,,,neutral,0.0,0.125
6954,,,positive,0.037500000000000006,0.32500000000000007
6955,,,positive,0.041666666666666664,0.03333333333333333
6956,,,neutral,0.0,0.4625
6957,,,negative,-0.09090909090909093,0.5386363636363636
6958,,,positive,0.15227272727272728,0.4042424242424242
6959,,,neutral,0.0,0.4625
6960,,,neutral,0.0,0.0
6961,,,positive,0.3666666666666667,0.7000000000000001
6962,,,positive,0.25,0.5
6963,,,positive,0.5,0.5
6964,,,positive,0.11111111111111112,0.4958333333333333
6965,,,positive,0.2333333333333333,0.2333333333333333
6966,,,negative,-0.051851851851851864,0.09629629629629631
6967,,,positive,0.3,0.75
6968,,,neutral,0.0,0.0
6969,,,negative,-0.05,0.30000000000000004
6970,,,neutral,0.0,0.0
6971,,,negative,-0.09090909090909093,0.5386363636363636
6972,,,positive,0.25684523809523807,0.7464285714285714
6973,,,positive,0.2,0.2
6974,,,neutral,0.0,0.0
6975,,,positive,0.13636363636363635,0.45454545454545453
6976,,,neutral,0.0,0.0
6977,,,neutral,0.0,0.42083333333333334
6978,,,positive,0.09166666666666665,0.5166666666666666
6979,,,neutral,0.0,0.0
6980,,,neutral,0.0,0.25
6981,,,neutral,0.0,0.25
6982,,,neutral,0.0,0.05
6983,,,positive,0.06818181818181818,0.22727272727272727
6984,,,positive,0.11666666666666667,0.5687500000000001
6985,,,neutral,0.0,0.0
6986,,,positive,0.25,0.5
6987,,,negative,-0.09090909090909093,0.5386363636363636
6988,,,positive,0.2,0.30000000000000004
6989,,,positive,0.011111111111111108,0.4361111111111111
6990,,,positive,0.25833333333333336,0.5
6991,,,positive,0.22499999999999998,0.775
6992,,,positive,0.16818181818181818,0.37727272727272726
6993,,,negative,-0.125,0.375
6994,,,positive,0.37222222222222223,0.5111111111111111
6995,,,neutral,0.0,0.0
6996,,,neutral,0.0,0.0
6997,,,positive,0.625,0.5
6998,,,neutral,0.0,0.0
6999,,,positive,0.3181818181818182,0.4772727272727273
7000,,,neutral,0.0,0.0
7001,,,positive,0.10833333333333334,0.3819444444444444
7002,,,positive,0.15,0.525
7003,,,positive,0.5333333333333333,0.6
7004,,,neutral,0.0,0.125
7005,,,negative,-0.1,0.36
7006,,,positive,0.175,0.35
7007,,,positive,0.03333333333333333,0.7333333333333334
7008,,,negative,-0.15,0.2
7009,,,neutral,0.0,0.0
7010,,,positive,0.1766666666666667,0.8066666666666666
7011,,,neutral,0.0,0.0
7012,,,positive,0.2,0.2
7013,,,negative,-0.1,0.55
7014,,,neutral,0.0,0.0
7015,,,neutral,0.0,0.0
7016,,,negative,-0.3125,0.525
7017,,,positive,0.0015624999999999944,0.5852678571428571
7018,,,positive,0.5,0.875
7019,,,positive,0.13636363636363635,0.45454545454545453
7020,,,neutral,0.0,0.0
7021,,,neutral,0.0,0.0
7022,,,neutral,0.0,0.0
7023,,,neutral,0.0,0.125
7024,,,neutral,0.0,0.0
7025,,,positive,0.03333333333333333,0.13333333333333333
7026,,,positive,0.03333333333333333,0.13333333333333333
7027,,,positive,0.1787878787878788,0.41818181818181815
7028,,,positive,0.027083333333333348,0.6937500000000001
7029,,,positive,0.03333333333333333,0.13333333333333333
7030,,,neutral,0.0,0.0
7031,,,positive,0.5181818181818182,0.6772727272727272
7032,,,positive,0.11666666666666665,0.18333333333333335
7033,,,positive,0.1,0.4
7034,,,negative,-0.09090909090909093,0.5386363636363636
7035,,,neutral,0.0,0.0
7036,,,neutral,0.0,0.125
7037,,,positive,0.5,0.5
7038,,,neutral,0.0,0.04166666666666667
7039,,,positive,0.09166666666666667,0.275
7040,,,positive,0.08333333333333333,0.5333333333333333
7041,,,negative,-0.2,0.3
7042,,,positive,0.15000000000000002,0.30000000000000004
7043,,,positive,0.09365079365079365,0.6142857142857143
7044,,,positive,0.16666666666666666,0.3333333333333333
7045,,,neutral,0.0,0.041666666666666664
7046,,,positive,0.07142857142857142,0.2976190476190476
7047,,,positive,0.5,1.0
7048,,,negative,-0.2333333333333333,0.3333333333333333
7049,,,negative,-0.23272727272727275,0.6109090909090908
7050,,,positive,0.13333333333333333,0.38055555555555554
7051,,,positive,0.3,0.65
7052,,,positive,0.3666666666666667,0.47500000000000003
7053,,,positive,0.25,0.611111111111111
7054,,,positive,0.7000000000000001,0.95
7055,,,positive,1.0,1.0
7056,,,neutral,0.0,1.0
7057,,,positive,0.1875,0.38958333333333334
7058,,,negative,-0.06714285714285714,0.5642857142857143
7059,,,positive,0.0015624999999999944,0.5852678571428571
7060,,,neutral,0.0,0.0
7061,,,negative,-0.016666666666666663,0.7
7062,,,positive,0.09999999999999999,0.16666666666666666
7063,,,neutral,0.0,0.0
7064,,,neutral,0.0,0.125
7065,,,positive,0.08409090909090909,0.16363636363636364
7066,,,positive,0.125,0.25
7067,,,neutral,0.0,0.0
7068,,,positive,0.5583333333333333,0.825
7069,,,neutral,0.0,0.0
7070,,,neutral,0.0,0.0
7071,,,positive,0.3666666666666667,0.43333333333333335
7072,,,positive,0.15,0.5
7073,,,positive,0.16,0.6
7074,,,positive,0.185,0.3416666666666667
7075,,,neutral,0.0,0.25
7076,,,positive,0.3333333333333333,0.39999999999999997
7077,,,negative,-0.033333333333333326,0.4208333333333334
7078,,,positive,0.30714285714285716,0.6214285714285714
7079,,,positive,0.5,0.5625
7080,,,positive,0.8,0.75
7081,,,neutral,0.0,0.0
7082,,,positive,0.09166666666666667,0.7583333333333333
7083,,,neutral,0.0,0.0
7084,,,positive,0.09166666666666667,0.17500000000000002
7085,,,positive,0.18,0.52
7086,,,positive,0.5,0.5
7087,,,neutral,0.0,0.5
7088,,,negative,-0.6,1.0
7089,,,positive,0.4058333333333334,0.54
7090,,,positive,0.16666666666666666,0.2916666666666667
7091,,,positive,0.24285714285714285,0.6809523809523809
7092,,,positive,0.35,0.35
7093,,,neutral,0.0,0.75
7094,,,positive,0.2,0.2
7095,,,positive,0.25,0.6
7096,,,positive,0.025,0.6875
7097,,,neutral,0.0,0.125
7098,,,positive,0.2,0.5
7099,,,neutral,0.0,0.0
7100,,,positive,0.5285714285714286,0.6785714285714285
7101,,,positive,0.03333333333333333,0.03333333333333333
7102,,,positive,0.25,0.3125
7103,,,negative,-0.13888888888888887,0.5
7104,,,positive,0.6,0.9
7105,,,positive,0.3666666666666667,0.7000000000000001
7106,,,positive,0.409375,0.575
7107,,,neutral,0.0,0.0
7108,,,positive,0.25,0.4125
7109,,,positive,0.2733333333333333,0.69
7110,,,positive,0.4,0.6000000000000001
7111,,,negative,-0.10000000000000002,0.2333333333333333
7112,,,positive,0.05416666666666667,0.15833333333333333
7113,,,neutral,0.0,0.0
7114,,,positive,0.05000000000000002,0.55
7115,,,negative,-0.09090909090909093,0.5386363636363636
7116,,,neutral,0.0,0.25
7117,,,neutral,0.0,0.0
7118,,,neutral,0.0,0.0
7119,,,neutral,0.0,0.0
7120,,,positive,0.3666666666666667,0.7000000000000001
7121,,,negative,-0.2,0.3
7122,,,positive,0.03409090909090909,0.6448863636363636
7123,,,neutral,0.0,0.125
7124,,,neutral,0.0,0.0
7125,,,positive,0.35416666666666663,0.6125
7126,,,neutral,0.0,0.0
7127,,,positive,0.2125,0.45625000000000004
7128,,,positive,0.1,0.1
7129,,,neutral,0.0,0.0
7130,,,positive,0.06818181818181818,0.22727272727272727
7131,,,positive,0.8,0.75
7132,,,positive,0.2638888888888889,0.5638888888888889
7133,,,positive,0.8,0.75
7134,,,positive,0.06818181818181818,0.22727272727272727
7135,,,neutral,0.0,0.625
7136,,,neutral,0.0,0.125
7137,,,positive,0.2333333333333333,0.6
7138,,,positive,0.1111111111111111,0.4777777777777778
7139,,,positive,0.2515151515151515,0.6000000000000001
7140,,,neutral,0.0,0.0
7141,,,positive,0.18333333333333335,0.35000000000000003
7142,,,positive,0.05555555555555556,0.3333333333333333
7143,,,positive,0.734375,0.725
7144,,,neutral,0.0,0.0
7145,,,negative,-0.6,1.0
7146,,,neutral,0.0,0.0
7147,,,neutral,0.0,0.0
7148,,,positive,0.06666666666666667,0.2222222222222222
7149,,,positive,0.25684523809523807,0.7464285714285714
7150,,,positive,0.15000000000000002,0.44999999999999996
7151,,,neutral,0.0,0.0
7152,,,neutral,0.0,0.0
7153,,,positive,0.2990909090909091,0.6236363636363637
7154,,,positive,0.2,0.5642857142857143
7155,,,positive,0.3,0.43333333333333335
7156,,,positive,0.39999999999999997,0.30000000000000004
7157,,,neutral,0.0,0.0
7158,,,neutral,0.0,0.0
7159,,,neutral,0.0,0.0
7160,,,neutral,0.0,1.0
7161,,,neutral,0.0,0.25
7162,,,positive,0.16666666666666666,0.625
7163,,,positive,0.15,0.24166666666666667
7164,,,neutral,0.0,0.0
7165,,,negative,-0.2,0.5
7166,,,positive,0.12500000000000003,0.3833333333333333
7167,,,neutral,0.0,0.0
7168,,,positive,0.0625,0.5
7169,,,positive,0.09166666666666665,0.5166666666666666
7170,,,positive,0.3,0.3
7171,,,negative,-0.625,1.0
7172,,,negative,-0.05,0.55
7173,,,positive,0.23750000000000002,0.5666666666666667
7174,,,negative,-0.05833333333333334,0.75
7175,,,neutral,0.0,0.0
7176,,,negative,-0.12022727272727274,0.3709090909090909
7177,,,positive,0.06818181818181818,0.22727272727272727
7178,,,neutral,0.0,0.125
7179,,,positive,0.1875,0.4
7180,,,neutral,0.0,0.0
7181,,,neutral,0.0,0.0
7182,,,positive,0.04285714285714286,0.375
7183,,,positive,0.4666666666666666,0.5333333333333333
7184,,,positive,0.1,0.3729166666666667
7185,,,positive,0.02857142857142858,0.2785714285714286
7186,,,negative,-0.03333333333333333,0.13333333333333333
7187,,,positive,0.26666666666666666,0.3333333333333333
7188,,,positive,0.04545454545454545,0.6515151515151515
7189,,,neutral,0.0,0.3
7190,,,negative,-0.017857142857142856,0.30357142857142855
7191,,,positive,0.20166666666666666,0.3916666666666667
7192,,,negative,-0.18787878787878787,0.6181818181818182
7193,,,negative,-0.14999999999999997,0.8500000000000001
7194,,,neutral,0.0,0.0
7195,,,positive,0.2515151515151515,0.5772727272727273
7196,,,positive,0.05454545454545454,0.34515151515151515
7197,,,neutral,0.0,0.0
7198,,,negative,-0.1,0.0
7199,,,positive,0.05454545454545454,0.34515151515151515
7200,,,negative,-0.3,0.9
7201,,,neutral,0.0,0.0
7202,,,neutral,0.0,0.0
7203,,,neutral,0.0,0.0
7204,,,positive,0.23096590909090908,0.4761363636363637
7205,,,neutral,0.0,0.0
7206,,,positive,0.19318181818181818,0.3939393939393939
7207,,,positive,0.17944444444444443,0.3622222222222222
7208,,,positive,0.16666666666666666,0.875
7209,,,positive,0.0625,0.5
7210,,,positive,0.3666666666666667,0.7000000000000001
7211,,,positive,0.43333333333333335,0.6625000000000001
7212,,,positive,0.017272727272727273,0.3459090909090909
7213,,,positive,0.31351851851851853,0.5287037037037038
7214,,,positive,0.5,0.5
7215,,,neutral,0.0,0.125
7216,,,negative,-0.025,0.7
7217,,,negative,-0.09090909090909093,0.5386363636363636
7218,,,positive,0.19472222222222224,0.3622222222222222
7219,,,positive,0.1590909090909091,0.36363636363636365
7220,,,positive,0.25,0.25
7221,,,positive,0.04375000000000001,0.375
7222,,,positive,0.13636363636363635,0.45454545454545453
7223,,,positive,0.25,0.75
7224,,,positive,0.025,0.4
7225,,,negative,-0.09090909090909093,0.5386363636363636
7226,,,positive,0.4,0.65
7227,,,positive,0.3666666666666667,0.7000000000000001
7228,,,neutral,0.0,0.0
7229,,,positive,0.13636363636363635,0.45454545454545453
7230,,,positive,0.13636363636363635,0.45454545454545453
7231,,,positive,0.25,0.4166666666666667
7232,,,neutral,0.0,0.0
7233,,,positive,0.3729166666666667,0.5770833333333333
7234,,,neutral,0.0,0.0
7235,,,positive,0.3,0.65
7236,,,neutral,0.0,0.3333333333333333
7237,,,neutral,0.0,0.0
7238,,,positive,0.06666666666666667,0.43333333333333335
7239,,,neutral,0.0,0.0
7240,,,positive,0.16666666666666666,0.3333333333333333
7241,,,negative,-0.8,1.0
7242,,,positive,0.3333333333333333,0.3666666666666667
7243,,,positive,0.18333333333333335,0.5499999999999999
7244,,,positive,0.011111111111111127,0.45555555555555555
7245,,,negative,-0.3333333333333333,0.6666666666666666
7246,,,positive,0.09166666666666665,0.5166666666666666
7247,,,positive,0.16666666666666666,0.5
7248,,,positive,0.3666666666666667,0.7000000000000001
7249,,,positive,0.21212121212121213,0.49318181818181817
7250,,,positive,0.22727272727272724,0.5409090909090909
7251,,,positive,1.0,0.75
7252,,,positive,0.1,0.5
7253,,,neutral,0.0,0.0
7254,,,positive,0.24166666666666664,0.4895833333333333
7255,,,neutral,0.0,0.1
7256,,,neutral,0.0,0.0
7257,,,negative,-0.1285714285714286,0.5595238095238095
7258,,,neutral,0.0,0.5
7259,,,negative,-0.1,0.4
7260,,,positive,0.4,1.0
7261,,,positive,0.12083333333333335,0.5750000000000001
7262,,,positive,0.16666666666666666,0.3333333333333333
7263,,,positive,0.20158730158730157,0.36984126984126986
7264,,,positive,0.02619047619047619,0.3726190476190476
7265,,,positive,0.175,0.35
7266,,,positive,0.09166666666666665,0.5166666666666666
7267,,,neutral,0.0,0.0
7268,,,neutral,0.0,0.05
7269,,,neutral,0.0,0.0
7270,,,neutral,0.0,0.0
7271,,,negative,-0.09090909090909093,0.5386363636363636
7272,,,positive,0.16666666666666666,0.75
7273,;), positive,positive,0.3333333333333333,0.7000000000000001
7274,,,neutral,0.0,0.0
7275,,,neutral,0.0,0.0
7276,,,positive,0.4333333333333333,0.7333333333333333
7277,,,neutral,0.0,0.0
7278,,,neutral,0.0,1.0
7279,,,positive,0.0875,0.4125
7280,,,neutral,0.0,0.0
7281,,,negative,-0.049999999999999996,0.3416666666666667
7282,,,positive,0.13636363636363635,0.45454545454545453
7283,,,positive,0.475,0.775
7284,,,positive,0.14666666666666667,0.38500000000000006
7285,,,positive,0.16666666666666666,0.5
7286,,,positive,0.3,0.75
7287,,,neutral,0.0,0.0
7288,,,positive,0.6785714285714286,0.7857142857142857
7289,,,positive,0.16666666666666669,0.2833333333333333
7290,,,positive,0.1,0.4
7291,,,negative,-0.12022727272727274,0.3709090909090909
7292,,,neutral,0.0,0.0
7293,,,neutral,0.0,0.0625
7294,,,neutral,0.0,0.0
7295,,,neutral,0.0,0.1
7296,,,positive,0.17500000000000002,0.3
7297,,,neutral,0.0,0.0
7298,,,neutral,0.0,0.0
7299,,,positive,1.0,1.0
7300,,,positive,0.06818181818181818,0.22727272727272727
7301,,,positive,0.25,0.45
7302,,,neutral,0.0,0.0
7303,,,positive,0.13125,0.5
7304,,,neutral,0.0,0.0
7305,,,positive,0.038888888888888896,0.4000000000000001
7306,,,positive,0.16666666666666666,0.3333333333333333
7307,,,positive,0.5,0.5666666666666668
7308,,,negative,-0.325,0.5333333333333333
7309,,,positive,0.03333333333333333,0.06666666666666667
7310,,,neutral,0.0,0.0
7311,,,positive,0.3589285714285715,0.5797619047619048
7312,,,positive,0.06818181818181818,0.22727272727272727
7313,,,positive,0.26,0.26
7314,,,neutral,0.0,0.0
7315,,,negative,-0.11000000000000001,0.5414285714285715
7316,,,positive,0.35,0.35
7317,,,positive,0.11249999999999999,0.13333333333333333
7318,,,neutral,0.0,0.8
7319,,,negative,-0.018333333333333323,0.3933333333333333
7320,,,positive,0.06875,0.35833333333333334
7321,,,neutral,0.0,0.0
7322,,,positive,0.2875,0.5249999999999999
7323,,,positive,0.26666666666666666,0.4166666666666667
7324,,,positive,0.2,0.5
7325,,,negative,-0.12738095238095237,0.6821428571428572
7326,,,neutral,0.0,0.25
7327,,,positive,0.16666666666666666,0.5416666666666666
7328,,,negative,-0.2,0.3
7329,,,positive,0.05,0.25
7330,,,neutral,0.0,0.0625
7331,,,positive,0.15833333333333333,0.30833333333333335
7332,,,negative,-0.2,0.3
7333,,,neutral,0.0,0.4
7334,,,negative,-0.025,0.125
7335,,,neutral,0.0,0.125
7336,,,positive,0.05,0.1
7337,,,positive,0.41111111111111115,0.6555555555555556
7338,,,positive,0.175,0.33125000000000004
7339,,,positive,0.2916666666666667,0.3666666666666667
7340,,,positive,0.1,0.25
7341,,,positive,0.3666666666666667,0.7000000000000001
7342,,,positive,0.05,0.1
7343,,,positive,0.05,0.1
7344,,,negative,-0.03181818181818183,0.4
7345,,,positive,0.03333333333333333,0.2333333333333333
7346,,,neutral,0.0,0.0
7347,,,positive,0.016666666666666663,0.6733333333333333
7348,,,positive,0.05,0.25
7349,,,negative,-0.125,0.125
7350,,,positive,0.3,0.65
7351,,,positive,0.5,0.5
7352,,,neutral,0.0,0.0
7353,,,negative,-0.09090909090909093,0.5386363636363636
7354,,,negative,-0.13333333333333333,0.2333333333333333
7355,,,positive,0.4525,0.495
7356,,,positive,0.13636363636363635,0.5
7357,,,negative,-0.30000000000000004,0.475
7358,,,negative,-0.125,0.125
7359,,,positive,0.13333333333333333,0.7619047619047619
7360,,,negative,-0.03181818181818183,0.4
7361,,,negative,-0.03181818181818183,0.4
7362,,,positive,0.43333333333333335,0.6000000000000001
7363,,,positive,0.6,0.8
7364,,,positive,0.30416666666666664,0.6666666666666666
7365,,,positive,1.0,0.3
7366,,,negative,-0.09090909090909093,0.5386363636363636
7367,,,positive,0.128125,0.4
7368,,,positive,0.5,1.0
7369,,,negative,-0.07916666666666666,0.4083333333333334
